,Webpage
stanislaw,https://hltv.org/stats/players/8507/stanislaw?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
pyth,https://hltv.org/stats/players/7527/pyth?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
Jayzwalkingz,https://hltv.org/stats/players/9763/Jayzwalkingz?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
ptr,https://hltv.org/stats/players/8707/ptr?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
Zeus,https://hltv.org/stats/players/484/Zeus?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
karrigan,https://hltv.org/stats/players/429/karrigan?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
Golden,https://hltv.org/stats/players/11110/Golden?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
shroud,https://hltv.org/stats/players/8349/shroud?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
TaZ,https://hltv.org/stats/players/161/TaZ?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
gob b,https://hltv.org/stats/players/136/gob%20b?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
arch,https://hltv.org/stats/players/8410/arch?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
STYKO,https://hltv.org/stats/players/6904/STYKO?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
badger,https://hltv.org/stats/players/12760/badger?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
TACO,https://hltv.org/stats/players/9217/TACO?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
ryk,https://hltv.org/stats/players/2284/ryk?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
SIXER,https://hltv.org/stats/players/147/SIXER?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
nitr0,https://hltv.org/stats/players/7687/nitr0?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
DeadFox,https://hltv.org/stats/players/8716/DeadFox?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
MSL,https://hltv.org/stats/players/7156/MSL?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
pecks,https://hltv.org/stats/players/10163/pecks?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
n0thing,https://hltv.org/stats/players/203/n0thing?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
denis,https://hltv.org/stats/players/7511/denis?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
LEGIJA,https://hltv.org/stats/players/3252/LEGIJA?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
sycrone,https://hltv.org/stats/players/9295/sycrone?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
seized,https://hltv.org/stats/players/3347/seized?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
friberg,https://hltv.org/stats/players/7148/friberg?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
forget,https://hltv.org/stats/players/2292/forget?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
MoeycQ,https://hltv.org/stats/players/8770/MoeycQ?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
PKL,https://hltv.org/stats/players/6593/PKL?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
Karsa,https://hltv.org/stats/players/8599/Karsa?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
FNS,https://hltv.org/stats/players/6451/FNS?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
advent,https://hltv.org/stats/players/8600/advent?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
Slemmy,https://hltv.org/stats/players/8708/Slemmy?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
seang@res,https://hltv.org/stats/players/1916/seang@res?startDate=2017-01-01&endDate=2017-12-31&matchType=Lan
